Fp1-LE_alpha,F3-LE_alpha,C3-LE_alpha,P3-LE_alpha,O1-LE_alpha,F7-LE_alpha,T3-LE_alpha,T5-LE_alpha,Fz-LE_alpha,Fp2-LE_alpha,F4-LE_alpha,C4-LE_alpha,P4-LE_alpha,O2-LE_alpha,F8-LE_alpha,T4-LE_alpha,T6-LE_alpha,Cz-LE_alpha,Pz-LE_alpha,A2-A1_alpha,class
103.33,106.74,101.53,106.3,106.35,96.56,94.38,96.09,108.36,107.12,111.38,8983.48,15485.51,5989.31,14403.06,7969.32,14474.58,6550.35,13181.83,411.5,1
4.36,6.82,7.73,11.35,8.93,3.68,3.83,6.64,7.71,4.62,5.36,5.86,13.54,8.93,3.78,5.17,7.44,8.42,10.36,22.23,1
5.6,6.73,10.1,15.14,9.77,3.86,4.82,9.79,9.39,6.63,7.82,12.79,195.74,10.51,4.59,8.82,13.66,10.41,14.62,23.21,1
4.39,7.93,10.35,15.02,8.17,5.44,4.78,6.94,5.84,3.79,4.86,138.51,200.61,155.14,141.78,106.06,11.4,7.22,11.94,23.89,1
5.75,8.52,9.83,15.51,11.56,6.28,6.97,9.37,7.97,5.47,5.71,10.62,27.49,15.82,148.16,8.0,15.09,9.92,17.92,41.99,1
6.49,7.75,14.68,40.11,19.68,4.84,6.38,18.64,7.82,5.58,5.3,11.58,37.71,17.6,4.6,12.96,18.22,12.28,31.4,30.57,1
7.47,9.87,21.75,59.66,32.37,6.93,8.45,25.27,9.76,6.3,6.56,14.67,223.03,29.35,4.43,22.96,28.14,17.96,49.92,27.92,1
17.82,40.55,46.34,30.21,16.93,25.81,15.73,22.58,25.89,15.25,21.2,49.43,26.3,15.47,29.18,26.59,8.95,32.06,31.34,26.13,1
4.63,7.39,8.72,15.88,11.93,4.59,5.56,9.57,7.1,5.28,5.87,10.59,19.58,10.54,5.43,13.87,12.43,9.3,13.61,26.9,1
4.8,7.6,9.67,18.06,9.54,4.79,5.25,9.91,7.68,4.7,7.34,6.09,482.15,339.38,445.46,5.39,445.83,217.02,424.9,20.98,1
4.57,6.21,7.7,11.03,7.2,3.35,3.89,6.18,7.64,5.09,7.11,6.33,150.99,7.81,4.72,7.98,8.84,8.08,9.14,24.48,1
10.7,10.98,14.55,34.45,16.78,7.95,7.84,17.8,11.42,9.14,7.62,7.9,33.07,14.86,6.41,6.67,16.5,7.51,19.37,25.78,1
3.75,5.45,7.42,8.0,5.44,3.65,7.0,6.14,6.51,4.01,8.56,7.13,8.37,4.23,8.69,7.77,6.78,8.04,8.84,21.04,1
5.7,5.18,5.44,6.22,3.12,4.58,4.75,4.71,6.4,6.36,6.78,6.97,5.27,3.17,6.79,5.09,4.92,7.24,5.57,20.84,1
3.17,4.7,3.86,5.08,3.8,3.61,3.39,4.03,6.37,5.4,7.35,7.4,5.35,3.68,6.95,5.87,3.81,5.73,4.45,23.81,1
13.11,5.63,5.24,6.17,5.0,5.69,4.18,5.14,6.44,9.1,8.23,7.48,8.7,5.98,5.99,8.25,6.96,5.65,6.63,23.62,1
3.34,5.6,4.78,3.79,2.44,4.6,3.98,2.73,6.09,4.07,5.01,7.1,7.91,3.24,5.97,6.37,6.5,6.85,4.44,20.38,1
13.26,4.57,6.08,7.21,4.07,3.03,4.51,5.12,6.36,11.33,7.05,6.51,10.21,4.7,4.59,4.62,6.67,6.73,7.22,22.97,1
14.41,11.74,11.01,6.94,5.63,14.51,6.95,4.38,6.1,12.48,6.86,15.91,8.56,5.27,7.4,6.17,5.46,7.43,7.91,23.21,1
6.42,10.52,8.48,7.82,6.13,6.63,5.68,5.38,11.73,5.4,10.64,10.59,13.78,7.31,5.4,7.33,8.22,12.2,8.87,24.09,1
13.24,7.23,7.06,6.85,4.62,4.87,5.52,5.1,8.21,10.49,7.21,6.92,6.84,4.13,5.2,5.0,4.88,7.52,6.7,24.66,1
4.48,5.8,9.37,11.29,8.27,3.69,6.25,8.36,7.15,3.44,5.39,6.22,8.47,5.36,5.27,11.96,8.25,9.13,9.43,30.09,1
11.06,8.21,8.64,8.6,4.55,5.01,7.66,7.1,9.03,8.96,7.59,8.11,420.46,146.37,394.28,6.68,390.97,9.75,351.08,25.04,1
3.69,5.52,5.61,5.58,3.47,3.25,4.57,4.29,5.43,3.67,5.43,6.4,7.78,4.37,3.01,5.2,5.89,5.67,5.09,25.63,1
4.74,7.41,7.67,9.86,5.68,4.51,4.44,5.2,8.25,4.64,8.29,8.08,9.65,5.42,3.97,5.85,6.17,8.89,9.2,23.82,1
9.42,9.49,9.28,11.8,8.12,4.97,5.72,7.89,10.56,9.47,9.25,9.13,14.05,7.85,5.79,5.52,8.06,11.81,12.14,20.56,1
3.73,6.05,6.74,8.56,4.57,4.1,5.37,5.93,6.81,3.62,4.91,7.14,9.46,4.57,4.06,11.2,8.72,8.11,7.52,24.52,1
10.48,4.92,7.14,10.23,5.75,3.9,5.33,6.12,5.54,8.43,5.67,9.45,10.55,5.36,3.58,7.1,6.05,6.13,9.41,23.75,1
15.48,12.61,15.96,11.13,6.95,15.05,14.49,7.47,13.22,12.69,18.2,29.8,15.37,6.37,22.28,21.78,14.71,12.28,11.04,24.23,1
11.96,9.85,9.73,9.37,4.39,6.31,7.45,5.5,10.75,10.07,9.11,10.74,16.04,6.36,7.7,9.41,7.93,10.54,11.34,23.51,1
6.62,7.81,8.53,9.47,5.6,4.92,6.13,6.13,8.03,6.22,7.8,8.75,7.58,5.15,5.42,7.54,5.15,7.93,8.45,24.67,1
4.14,5.12,7.59,8.3,3.6,3.28,6.16,4.94,6.86,4.34,5.87,10.59,13.6,5.06,3.93,5.71,5.81,6.17,7.28,24.71,1
3.42,4.66,5.41,5.29,3.71,3.05,3.21,4.27,5.2,3.51,5.08,6.03,7.1,3.33,3.4,4.5,3.88,4.76,5.63,21.68,1
3.7,4.7,6.01,7.17,4.9,3.11,4.11,5.15,6.32,4.07,5.76,6.97,8.83,5.31,3.81,6.38,6.12,6.8,7.37,23.71,1
3.87,5.43,6.86,7.63,5.02,3.23,4.07,5.28,5.26,4.2,4.79,7.35,6.13,4.48,2.4,5.53,5.47,7.67,6.89,25.52,1
6.1,7.35,7.02,7.12,5.9,4.4,5.23,5.16,8.53,5.67,8.73,7.83,9.05,6.0,4.89,6.78,7.34,8.41,7.95,24.32,1
3.19,3.41,5.3,5.6,3.47,2.33,3.93,3.69,4.87,3.15,5.32,7.09,8.02,4.25,6.45,4.36,4.88,5.84,6.95,24.9,1
4.65,6.55,8.28,11.68,7.85,3.68,5.73,9.19,7.99,5.57,6.74,11.76,16.74,176.79,5.04,9.4,12.5,173.2,12.28,30.55,1
6.56,6.09,6.14,7.13,4.9,4.21,5.34,5.94,6.85,7.35,6.52,6.27,6.94,4.74,4.75,6.96,6.45,6.07,6.51,29.63,1
6.09,7.75,8.33,8.85,4.65,4.85,5.86,5.81,8.3,5.24,6.95,8.13,10.73,5.13,3.71,6.91,5.77,8.81,8.45,24.28,1
5.36,7.18,7.21,10.23,8.34,4.19,5.47,7.72,7.66,5.12,6.27,7.96,12.67,7.16,3.75,8.22,8.61,8.17,10.0,29.76,1
5.86,8.32,8.38,6.83,4.73,4.87,5.85,6.03,9.01,6.27,7.89,8.92,460.61,5.67,4.22,7.03,417.31,6.76,7.32,22.42,1
6.08,6.32,6.45,6.78,5.04,3.21,4.59,3.64,7.41,6.83,6.98,7.13,7.9,5.55,4.15,5.37,4.03,8.64,8.1,25.38,1
3.55,5.09,6.35,6.46,5.31,4.78,5.15,4.63,5.9,4.04,6.26,8.42,8.49,4.3,5.59,5.98,5.41,6.34,6.62,25.13,1
11.47,19.6,17.04,15.22,8.41,8.37,8.24,10.38,20.39,10.84,20.97,167.25,16.31,8.53,10.32,15.76,11.9,14.25,15.94,30.4,1
6.48,6.18,6.82,9.3,7.91,4.43,4.0,5.68,7.33,5.42,6.54,8.61,13.19,38.94,4.2,7.2,8.53,9.58,11.76,28.74,1
4.72,5.95,9.88,15.03,7.38,4.0,4.6,6.94,7.52,5.41,7.09,11.6,21.12,8.36,5.06,9.69,10.14,11.72,17.83,24.27,1
6.33,6.93,8.91,14.58,8.93,4.0,5.26,7.31,8.54,7.17,9.54,12.66,24.16,9.51,5.3,8.95,9.79,147.12,17.32,26.57,1
7.35,6.37,5.64,5.41,4.5,3.74,4.38,4.11,8.0,6.24,7.87,6.64,8.53,6.64,4.26,4.55,6.78,5.81,7.32,25.23,1
6.56,3.55,4.29,4.76,4.64,2.77,4.14,3.53,4.95,7.59,5.56,7.39,7.21,5.83,3.74,5.6,5.39,5.39,5.72,25.5,1
5.61,7.78,7.27,8.1,6.0,4.41,5.45,5.71,8.8,5.03,9.87,6.89,6.91,4.71,4.33,6.34,5.7,8.65,7.32,25.08,1
6.41,8.95,15.42,18.56,8.53,5.91,8.38,8.37,7.4,5.6,6.25,9.74,19.35,9.61,2.53,7.51,9.05,10.19,16.1,18.67,1
6.02,9.12,16.63,22.85,13.12,6.24,7.68,12.45,8.65,5.91,6.68,8.66,13.95,9.11,4.09,8.64,5.97,12.48,15.74,23.0,1
9.43,13.33,21.48,22.75,10.63,9.14,14.85,14.37,13.41,9.69,10.24,179.45,18.73,7.57,8.25,157.37,13.73,15.26,15.84,45.09,1
8.45,13.98,22.69,25.74,15.0,7.43,10.05,12.7,12.75,6.48,10.27,11.34,20.97,11.73,5.45,14.66,9.76,18.54,23.85,23.29,1
8.07,14.06,18.06,22.13,11.76,6.92,9.94,14.0,14.08,6.77,9.05,10.74,15.6,7.46,4.13,13.05,8.54,16.19,18.61,30.98,1
4.45,5.11,6.15,7.19,5.24,2.49,4.03,3.93,6.36,5.46,6.2,6.02,7.88,5.36,4.52,6.3,5.11,7.67,8.14,23.19,1
4.67,7.05,9.29,8.88,4.28,3.94,6.42,4.44,10.55,5.27,9.71,8.75,9.05,4.58,4.67,4.79,4.66,10.7,9.57,20.2,1
9.45,7.95,6.37,6.91,4.58,4.71,5.56,5.54,9.92,8.02,7.79,6.53,10.03,4.69,4.4,7.93,6.76,7.66,8.52,26.39,1
7.26,7.19,9.49,12.0,6.01,4.48,5.89,5.77,8.41,6.37,8.58,9.5,14.51,5.79,4.99,9.05,7.52,10.51,11.85,25.98,1
8.4,6.98,9.22,11.84,10.56,4.69,7.04,8.77,8.38,7.38,7.98,7.99,11.86,9.15,5.31,8.42,6.83,9.32,10.89,24.12,1
8.42,9.53,10.27,10.1,6.6,5.28,4.96,6.09,9.11,7.84,6.78,11.06,14.2,128.97,4.94,9.38,7.52,11.65,11.11,21.64,1
5.96,10.13,13.73,15.32,7.66,6.88,7.8,7.55,9.7,6.53,14.3,20.37,19.73,8.33,6.48,14.13,10.35,11.86,15.83,25.6,1
8.74,8.49,10.18,10.99,7.47,7.07,6.91,7.07,7.23,6.95,7.19,12.28,17.75,9.72,6.13,9.34,10.08,10.89,12.9,27.63,1
6.78,9.7,8.42,8.06,5.8,5.07,6.59,5.18,9.38,7.26,10.74,9.77,13.69,7.23,6.1,9.92,7.36,9.0,9.2,28.93,1
4.54,4.24,5.91,7.94,4.49,2.55,4.54,5.66,4.63,3.93,5.12,6.33,8.1,4.79,4.06,8.66,7.17,5.05,6.18,24.53,1
8.25,9.53,10.25,8.25,5.92,8.24,6.76,6.5,10.2,6.67,9.77,10.36,10.15,5.24,6.92,18.18,8.24,10.74,9.72,33.56,1
6.76,6.8,7.61,9.22,5.79,4.11,7.63,8.16,7.4,7.05,8.37,8.24,11.99,7.1,4.27,7.33,6.8,7.84,9.38,29.77,1
7.05,9.73,15.28,15.18,7.3,5.88,7.58,8.89,10.28,6.96,6.64,11.64,17.26,7.55,2.82,8.99,7.3,15.95,16.34,26.43,1
5.81,7.21,7.71,9.21,4.58,4.01,4.17,5.25,7.85,4.48,5.91,9.48,11.91,5.26,4.55,9.01,8.68,7.23,7.77,27.33,1
9.6,6.87,9.43,15.55,9.35,5.97,6.45,8.7,7.17,9.53,7.63,12.45,23.13,10.01,6.99,7.7,10.69,9.08,17.16,23.09,1
11.92,19.21,25.14,23.18,10.26,10.26,15.93,13.14,18.46,10.01,14.68,23.06,27.71,9.47,425.74,11.91,10.97,23.67,286.82,30.58,1
16.98,8.04,4.8,7.78,6.91,5.76,3.19,4.96,8.07,15.37,11.4,7.89,8.3,5.89,6.16,4.19,5.48,9.16,9.04,39.18,1
64.73,71.02,49.49,113.11,146.82,46.88,21.02,93.41,84.7,66.12,77.85,44.86,89.84,134.02,53.14,21.27,44.86,57.63,89.76,9.88,1
46.14,64.9,61.08,88.02,112.25,44.57,29.05,65.81,69.61,44.69,63.98,52.8,70.16,75.33,37.74,24.58,28.49,72.13,85.74,13.5,1
59.69,79.37,57.77,57.58,111.73,53.35,28.56,49.92,92.75,59.39,87.29,58.09,62.01,93.11,53.45,24.39,31.64,77.56,69.06,7.3,1
39.67,53.13,81.1,178.96,175.02,33.14,35.53,118.65,59.6,43.66,56.89,63.99,129.89,136.05,37.43,23.47,52.39,76.34,146.74,9.15,1
49.82,71.26,68.56,100.46,136.64,45.73,29.68,73.21,80.18,55.13,75.46,67.03,91.13,104.12,48.97,30.91,33.52,79.47,102.67,8.83,1
72.5,102.37,83.17,97.12,136.36,68.1,45.23,58.87,112.72,71.16,101.05,81.15,109.49,148.01,65.77,41.53,50.41,101.11,123.19,7.52,1
71.69,93.53,73.68,151.66,214.1,68.76,35.78,96.1,98.58,70.04,91.86,64.67,150.09,228.12,59.58,30.47,72.97,70.9,156.34,12.46,1
72.0,108.71,104.59,150.58,202.92,64.1,47.32,93.97,119.58,76.17,115.54,106.06,159.33,176.36,65.81,40.59,68.13,114.79,162.12,11.61,1
44.34,60.71,65.23,95.62,140.29,39.48,31.21,63.56,62.43,46.06,61.09,62.98,104.69,139.49,40.26,27.79,39.54,70.05,110.51,12.38,1
46.05,62.07,70.27,131.44,173.82,41.3,31.45,83.25,68.17,49.04,63.75,74.06,148.34,151.11,42.21,26.8,57.98,74.51,153.44,8.32,1
91.82,128.16,106.22,128.26,179.84,85.97,47.14,90.55,139.39,97.01,132.79,125.72,180.85,184.58,83.48,43.7,73.37,129.8,167.9,12.31,1
66.61,94.9,91.27,118.35,137.4,58.69,46.45,60.27,107.77,69.91,98.49,271.02,98.63,527.53,177.27,548.51,32.78,585.46,237.9,23.84,1
35.49,49.91,68.75,187.0,229.33,35.25,44.87,124.16,59.6,37.69,59.15,81.29,192.61,175.05,36.7,30.62,69.47,74.52,203.03,21.28,1
111.19,159.42,136.18,124.52,136.27,106.56,79.66,64.66,175.35,105.08,151.15,123.05,120.06,125.11,95.48,48.39,40.58,158.98,133.98,10.96,1
79.55,123.42,105.39,99.48,140.51,87.71,67.28,70.79,122.57,72.58,108.94,79.82,85.07,125.59,60.72,32.36,35.86,98.17,82.64,12.46,1
71.34,100.31,112.87,220.11,254.88,60.28,51.19,129.87,122.94,77.1,115.96,127.07,229.78,225.4,71.55,49.06,88.51,133.25,236.79,13.0,1
86.43,121.78,125.86,167.69,171.12,73.3,66.19,96.64,143.82,92.04,137.65,147.99,221.32,183.63,88.78,53.65,92.08,135.49,198.25,10.96,1
56.8,88.83,127.62,207.17,172.1,58.3,62.65,112.61,90.07,48.31,83.15,113.81,206.84,156.27,46.89,36.64,87.0,112.38,220.0,10.4,1
67.69,83.82,98.58,160.35,217.18,63.28,62.41,97.54,99.24,68.16,100.61,111.6,210.64,260.07,65.26,40.87,94.32,95.5,186.1,10.04,1
51.63,69.81,76.79,161.5,161.91,45.73,54.24,111.49,80.87,51.32,81.7,98.87,336.7,203.62,49.73,50.14,121.68,72.59,172.55,12.91,1
70.31,124.35,187.7,289.35,145.5,82.84,105.6,157.22,120.44,74.76,120.82,158.79,246.95,141.17,69.28,56.81,115.76,145.66,271.28,18.9,1
47.16,71.48,80.85,122.29,97.88,48.61,58.03,73.02,83.92,47.39,80.11,93.53,143.12,94.97,45.72,45.64,69.85,82.1,134.88,9.61,1
80.76,121.11,106.57,88.59,113.02,72.05,43.57,52.96,125.39,81.97,113.25,97.53,94.9,99.07,72.91,36.9,39.95,113.79,93.06,7.78,1
55.44,85.99,93.65,155.37,156.31,59.05,45.88,97.5,89.01,56.98,78.74,78.01,119.4,104.11,45.2,24.01,42.54,84.69,138.84,9.93,1
42.21,66.57,69.23,98.6,119.67,39.37,30.36,57.33,70.7,41.95,65.22,68.84,99.21,112.6,37.96,25.72,34.98,78.32,106.58,9.38,1
85.06,133.62,187.63,242.64,208.76,80.3,70.05,121.48,135.23,86.15,120.66,153.9,228.76,165.5,74.6,45.6,68.08,168.83,240.65,9.7,1
80.82,111.12,108.85,134.88,171.56,73.38,35.46,87.16,115.45,80.07,104.42,98.89,112.92,114.33,64.6,34.96,37.61,119.02,134.25,11.6,1
65.39,102.53,137.23,222.45,181.51,68.29,66.22,119.17,113.13,69.21,112.0,139.18,230.12,199.81,205.95,41.32,84.99,130.86,211.38,17.96,1
96.58,130.43,128.27,182.29,221.82,88.43,64.23,98.84,143.46,98.39,143.09,136.01,200.31,230.24,90.27,35.11,63.84,142.71,200.88,9.93,1
92.55,117.15,108.59,160.74,195.76,76.6,54.37,102.55,137.6,95.34,124.96,98.65,123.04,148.0,80.56,34.68,52.39,121.45,136.94,11.08,1
83.04,126.34,138.65,182.05,261.66,79.69,63.84,109.15,131.12,85.49,130.99,150.53,216.08,247.95,83.79,78.14,79.96,126.15,182.57,8.65,1
81.77,104.1,93.24,98.73,175.35,70.72,54.07,73.63,124.97,88.91,116.03,98.15,135.17,179.93,75.73,42.53,47.29,112.14,109.71,9.92,1
40.14,61.94,71.2,69.04,93.84,37.83,38.17,45.49,66.16,39.92,56.64,62.69,72.02,58.57,33.22,25.6,26.71,77.16,74.6,10.83,1
81.87,116.95,143.42,218.5,202.24,70.4,53.9,117.69,136.66,89.19,135.66,157.23,217.51,175.15,88.26,61.25,66.22,151.94,221.84,11.14,1
71.2,94.52,112.24,253.16,282.35,57.13,50.66,174.67,108.09,76.5,107.49,96.15,207.73,244.15,62.98,26.77,84.89,85.18,202.3,12.35,1
66.02,84.77,92.33,164.65,206.94,54.15,42.2,103.68,105.5,77.55,106.13,122.1,192.28,172.63,67.77,45.63,66.01,113.27,171.87,9.96,1
47.67,69.11,99.91,220.39,196.66,39.64,39.67,141.46,72.01,48.27,64.01,58.59,123.86,165.76,34.88,23.05,77.04,63.75,145.31,16.36,1
99.84,148.21,144.65,190.29,166.13,89.0,71.26,121.31,156.77,93.48,134.78,122.89,157.76,118.65,82.12,51.85,53.79,141.6,172.64,11.13,1
69.67,94.55,100.69,182.94,129.26,49.67,46.05,106.78,128.4,83.67,132.25,136.34,190.33,103.11,71.36,46.16,71.85,128.32,190.05,12.59,1
62.28,98.26,101.53,132.26,69.53,54.59,91.83,115.88,118.62,72.36,116.47,129.29,154.78,71.92,71.91,71.07,103.05,97.8,124.62,24.16,1
74.93,111.4,134.17,160.57,122.44,73.16,64.67,90.59,111.1,73.87,109.96,117.05,151.8,131.21,72.02,52.59,74.56,100.01,138.98,16.03,1
127.44,178.1,158.74,122.72,145.49,97.83,60.09,68.53,214.17,135.53,188.45,160.81,124.45,118.28,113.33,66.04,28.46,213.03,159.4,8.86,1
68.76,98.5,104.14,120.22,148.83,74.35,52.72,81.89,97.83,70.99,91.36,94.58,102.82,111.65,60.74,40.83,39.17,99.54,118.25,16.24,1
75.78,116.8,123.51,137.18,112.62,71.06,53.16,66.68,129.05,74.85,116.74,99.57,130.5,98.26,65.82,33.65,32.66,131.53,162.61,12.74,1
90.05,138.95,154.27,251.06,250.63,81.28,57.98,116.35,154.55,94.52,138.27,196.78,331.18,239.67,83.06,59.33,105.51,185.63,310.79,6.32,1
127.47,160.94,120.13,159.09,195.77,110.2,58.42,104.55,176.61,124.48,169.42,152.83,234.93,220.99,100.21,36.39,103.34,141.91,199.16,9.25,1
65.19,94.15,142.12,206.23,186.49,64.42,67.61,115.09,103.69,61.46,98.07,129.47,187.58,134.43,57.06,37.38,59.06,123.87,200.17,11.33,1
164.8,204.19,167.76,174.39,185.39,136.31,107.2,130.62,230.58,167.56,214.15,2542.24,8076.16,7939.73,10208.55,9360.92,7116.22,3040.51,18140.2,223.57,1
105.31,142.86,140.37,117.41,146.67,103.56,57.62,74.46,143.63,101.64,125.65,138.84,160.09,137.57,90.45,56.11,60.34,149.23,155.28,9.65,1
94.98,125.54,150.03,235.85,233.94,76.39,50.94,128.93,150.54,99.13,143.31,137.63,244.82,204.08,89.41,40.41,79.13,154.69,250.89,9.27,1
81.97,123.35,165.24,283.1,297.55,75.68,60.96,156.46,132.51,83.13,121.71,155.2,276.5,246.16,68.94,58.22,106.8,147.44,288.17,8.49,1
90.37,125.43,141.26,204.48,157.92,85.84,77.55,105.25,136.24,92.23,131.0,140.42,231.13,176.23,79.57,55.77,105.46,124.1,199.62,16.2,1
70.22,108.65,167.55,314.49,245.94,64.47,86.94,192.68,111.8,74.66,112.58,154.98,315.48,253.14,71.83,61.52,133.99,138.37,316.23,20.9,1
60.43,93.23,116.74,212.69,138.6,53.34,48.59,117.27,109.14,70.22,113.14,142.28,243.61,168.19,67.99,59.94,114.85,117.85,225.88,12.77,1
67.68,102.82,114.31,159.32,102.62,56.72,116.32,149.56,107.32,76.22,105.57,95.32,142.33,99.67,65.45,48.29,93.46,87.76,138.1,28.74,1
88.03,140.47,85.81,92.92,57.0,78.59,56.97,67.76,149.44,96.09,131.09,80.17,96.44,63.06,72.03,41.65,71.57,90.6,92.88,16.68,1
91.65,145.6,124.36,115.18,69.89,73.17,50.39,50.34,167.93,92.39,145.87,151.22,134.49,65.2,83.01,78.84,58.16,171.52,147.36,12.53,1
102.24,148.27,153.3,185.09,131.98,101.21,83.19,105.43,165.4,99.64,149.46,135.55,161.65,113.15,90.76,57.1,74.68,155.79,168.57,15.95,1
78.39,129.19,180.51,278.31,140.66,84.56,104.42,125.53,140.55,79.12,138.82,233.28,357.14,188.45,79.64,229.96,139.21,179.97,334.95,20.03,1
51.94,95.87,119.26,139.03,107.05,58.3,52.29,48.55,92.57,52.99,83.07,102.06,145.7,89.11,47.33,49.93,49.93,124.76,166.01,16.83,1
14.37,6.72,7.41,10.24,9.38,6.17,4.52,6.4,7.22,14.28,7.23,7.4,9.03,8.54,5.16,4.8,6.99,8.39,9.72,5.09,1
4.88,6.26,8.51,11.71,9.32,4.23,4.98,7.72,5.79,5.32,6.11,6.48,8.47,8.96,4.01,3.82,6.14,8.17,10.92,6.56,1
13.71,9.13,10.88,15.33,12.01,6.81,6.54,10.46,10.17,12.9,8.26,9.04,13.34,9.4,5.84,4.73,6.87,13.4,17.21,7.36,1
4.7,3.97,7.24,11.57,9.53,2.97,2.89,5.33,5.6,6.14,6.11,10.74,17.91,10.41,4.94,7.65,8.42,10.92,18.1,5.38,1
8.96,8.64,8.23,14.28,10.83,6.07,6.93,9.64,8.42,10.2,7.54,8.03,14.15,10.87,5.83,6.24,9.6,8.85,13.77,6.82,1
7.25,7.52,7.78,8.4,9.28,5.42,4.77,8.27,8.46,6.79,7.07,5.73,7.9,7.73,4.67,3.66,5.87,9.15,9.21,7.32,1
3.68,6.6,4.74,7.28,5.65,4.65,4.63,5.77,6.64,4.72,5.27,4.19,5.44,6.05,3.96,3.81,5.23,6.33,6.93,6.27,1
20.91,10.88,8.57,10.47,11.46,8.32,7.51,8.53,11.06,22.28,11.6,7.37,14.1,15.02,7.72,4.68,8.99,9.21,13.99,5.77,1
49.7,19.36,13.46,11.76,11.11,17.75,11.24,8.45,15.54,40.86,16.79,14.39,11.75,10.68,17.46,8.48,8.93,11.71,12.7,9.23,1
15.77,11.62,9.31,14.31,11.02,7.15,7.46,12.48,11.47,15.85,11.32,7.38,9.31,10.35,9.28,5.04,7.25,8.52,10.47,6.75,1
5.35,6.51,6.24,10.15,7.49,4.61,3.67,6.17,7.42,5.0,5.64,5.7,9.08,7.13,4.06,5.14,6.06,7.08,10.77,4.3,1
7.87,7.54,5.58,6.26,6.3,4.83,3.88,4.19,6.89,7.49,6.76,5.28,6.75,6.37,4.88,3.82,5.23,6.5,8.14,5.09,1
16.09,8.9,8.52,11.14,10.06,7.19,7.62,9.04,8.21,13.81,8.22,6.36,10.16,9.69,5.88,6.07,8.11,8.07,12.22,7.2,1
6.96,9.9,6.87,9.9,11.96,7.24,8.46,10.88,11.74,7.34,10.84,6.92,8.68,8.23,7.34,5.6,5.22,8.85,9.77,7.7,1
22.37,15.74,11.33,9.73,6.28,11.68,7.92,7.58,16.79,23.92,14.23,10.38,11.32,6.65,8.63,5.2,6.88,14.29,12.29,6.56,1
21.3,23.6,44.69,105.88,72.51,18.28,23.14,63.92,27.46,21.48,27.69,39.92,66.77,37.75,15.91,15.86,27.57,36.84,85.82,13.89,1
22.57,20.49,13.57,16.59,16.96,14.53,8.59,10.7,17.79,21.57,15.88,10.73,18.87,18.77,10.09,6.83,10.48,13.51,17.91,7.31,1
79.91,33.39,17.79,12.3,10.86,23.11,10.26,7.67,25.45,75.1,26.77,16.52,13.85,16.13,19.58,9.53,13.02,18.19,14.22,7.23,1
12.24,11.06,10.64,12.41,16.16,8.97,7.42,11.17,12.33,12.9,10.97,13.09,20.59,23.31,8.78,9.38,15.58,13.3,16.39,10.5,1
12.82,6.42,8.18,12.88,13.03,5.14,4.56,9.7,6.12,11.96,6.13,7.48,12.01,10.02,4.12,5.33,8.71,8.01,13.05,6.29,1
10.88,13.5,15.48,16.74,13.34,8.64,9.75,11.46,13.19,10.95,13.59,13.16,15.15,15.65,8.17,6.93,11.81,15.16,14.37,10.8,1
101.43,40.04,20.66,18.11,16.58,23.67,11.66,12.3,22.12,85.92,20.79,12.79,13.13,15.44,14.71,7.71,8.4,18.19,17.7,23.35,1
61.9,18.24,9.93,12.61,12.63,12.26,5.77,10.07,17.57,63.6,18.23,12.94,12.44,12.59,13.4,8.81,11.44,13.4,11.89,8.46,1
10.12,12.17,12.21,9.54,10.2,8.54,7.42,9.31,13.87,11.17,12.56,9.69,9.41,8.91,8.43,7.5,7.21,13.06,10.4,7.65,1
11.04,12.46,11.17,11.41,10.9,7.08,5.3,7.75,14.18,10.78,11.86,10.6,12.38,10.48,6.06,7.17,8.87,14.21,13.34,6.01,1
3.35,6.83,8.35,9.7,7.17,4.38,5.36,7.35,6.92,4.55,6.11,7.07,7.93,7.69,4.32,5.55,6.92,8.06,8.02,5.69,1
19.54,8.45,7.32,7.3,8.53,7.99,4.18,6.13,8.9,22.98,9.14,6.48,11.0,9.83,7.33,4.43,7.27,7.51,9.55,5.35,1
17.27,16.05,14.44,14.43,18.85,11.02,8.73,17.4,19.04,19.24,18.94,14.09,11.92,15.85,12.22,7.59,10.14,16.15,12.82,8.99,1
12.4,14.85,18.73,32.48,24.61,10.38,9.21,23.77,16.43,15.32,15.2,10.11,13.39,13.6,10.76,7.83,10.46,13.47,23.34,10.83,1
5.21,6.36,7.55,11.64,9.14,3.69,3.75,8.38,7.09,7.25,6.45,6.11,8.18,7.92,3.88,6.51,6.0,8.29,13.72,5.86,1
9.85,9.89,9.49,12.36,13.97,9.11,7.59,9.84,10.64,8.43,8.36,5.64,6.5,11.18,7.54,6.06,7.69,10.25,10.19,8.13,1
9.45,13.39,11.09,10.02,10.94,9.06,7.63,11.08,13.3,9.41,10.19,7.25,7.14,8.67,6.21,5.46,6.87,11.53,8.16,6.93,1
9.35,11.2,6.92,9.24,16.87,7.6,5.89,8.77,12.85,9.86,11.73,6.47,8.12,13.47,6.26,3.68,5.8,8.24,8.41,5.85,1
45.49,17.17,11.21,14.88,12.98,11.24,8.62,9.4,17.62,49.78,19.5,12.31,18.9,13.96,13.95,6.11,11.04,15.11,18.95,6.7,1
